speed_current_kmh,speed_avg_5min_kmh,distance_remaining_km,stops_remaining,hour_of_day,day_of_week,is_peak_hour,traffic_delay_minutes,trip_progress_pct,route_total_km,actual_eta_minutes,route_id,congestion_factor
24.34,24.76,9.943,8,7,3,1,13.97,17.1,12.0,38.79,R2,1.802
21.62,24.76,8.486,7,7,3,1,11.92,29.3,12.0,34.92,R2,1.802
26.54,24.76,7.029,6,7,3,1,9.87,41.4,12.0,30.1,R2,1.802
20.4,24.76,5.571,5,7,3,1,7.83,53.6,12.0,23.25,R2,1.802
19.51,24.76,4.114,4,7,3,1,5.78,65.7,12.0,15.19,R2,1.802
18.32,24.76,2.657,2,7,3,1,3.73,77.9,12.0,11.25,R2,1.802
18.71,24.76,1.2,1,7,3,1,1.69,90.0,12.0,5.67,R2,1.802
24.11,26.9,5.225,4,15,0,1,5.11,5.0,5.5,15.77,R3,1.469
27.07,26.9,4.557,4,15,0,1,4.46,17.1,5.5,16.22,R3,1.469
20.82,26.9,3.889,3,15,0,1,3.8,29.3,5.5,15.19,R3,1.469
17.23,26.9,3.221,3,15,0,1,3.15,41.4,5.5,11.8,R3,1.469
27.17,26.9,2.554,2,15,0,1,2.5,53.6,5.5,9.81,R3,1.469
22.86,26.9,1.886,2,15,0,1,1.84,65.7,5.5,2.84,R3,1.469
22.86,26.9,1.218,1,15,0,1,1.19,77.9,5.5,2.37,R3,1.469
23.75,26.9,0.55,1,15,0,1,0.54,90.0,5.5,1.23,R3,1.469
20.09,20.17,14.25,11,16,3,1,15.97,5.0,15.0,59.06,R4,1.85
25.19,20.17,12.429,10,16,3,1,13.93,17.1,15.0,53.35,R4,1.85
17.56,20.17,10.607,8,16,3,1,11.89,29.3,15.0,41.75,R4,1.85
24.36,20.17,8.786,7,16,3,1,9.85,41.4,15.0,36.15,R4,1.85
23.62,20.17,6.964,6,16,3,1,7.81,53.6,15.0,29.03,R4,1.85
18.58,20.17,5.143,4,16,3,1,5.76,65.7,15.0,23.37,R4,1.85
23.04,20.17,3.321,3,16,3,1,3.72,77.9,15.0,13.27,R4,1.85
18.84,20.17,1.5,2,16,3,1,1.68,90.0,15.0,7.28,R4,1.85
18.1,16.93,11.4,9,15,3,1,15.66,5.0,12.0,44.27,R2,1.755
17.52,16.93,9.943,8,15,3,1,13.66,17.1,12.0,35.74,R2,1.755
11.63,16.93,8.486,7,15,3,1,11.66,29.3,12.0,32.95,R2,1.755
22.51,16.93,7.029,6,15,3,1,9.66,41.4,12.0,27.31,R2,1.755
18.16,16.93,5.571,5,15,3,1,7.65,53.6,12.0,25.03,R2,1.755
17.59,16.93,4.114,4,15,3,1,5.65,65.7,12.0,16.8,R2,1.755
23.17,16.93,2.657,2,15,3,1,3.65,77.9,12.0,9.86,R2,1.755
14.68,16.93,1.2,1,15,3,1,1.65,90.0,12.0,7.5,R2,1.755
23.06,28.89,11.4,9,14,0,0,5.83,5.0,12.0,36.82,R2,1.299
23.81,28.89,9.943,8,14,0,0,5.08,17.1,12.0,31.9,R2,1.299
25.81,28.89,8.486,7,14,0,0,4.34,29.3,12.0,26.99,R2,1.299
27.53,28.89,7.029,6,14,0,0,3.59,41.4,12.0,22.79,R2,1.299
20.8,28.89,5.571,5,14,0,0,2.85,53.6,12.0,19.1,R2,1.299
24.22,28.89,4.114,4,14,0,0,2.1,65.7,12.0,11.62,R2,1.299
22.77,28.89,2.657,2,14,0,0,1.36,77.9,12.0,10.58,R2,1.299
23.72,28.89,1.2,1,14,0,0,0.61,90.0,12.0,3.61,R2,1.299
23.18,19.97,8.075,6,8,0,1,11.09,5.0,8.5,30.36,R1,1.626
25.04,19.97,7.043,5,8,0,1,9.67,17.1,8.5,23.79,R1,1.626
23.34,19.97,6.011,5,8,0,1,8.25,29.3,8.5,22.4,R1,1.626
21.16,19.97,4.979,4,8,0,1,6.84,41.4,8.5,18.78,R1,1.626
16.89,19.97,3.946,3,8,0,1,5.42,53.6,8.5,13.48,R1,1.626
21.51,19.97,2.914,3,8,0,1,4.0,65.7,8.5,12.73,R1,1.626
21.02,19.97,1.882,2,8,0,1,2.58,77.9,8.5,8.97,R1,1.626
23.15,19.97,0.85,1,8,0,1,1.17,90.0,8.5,3.87,R1,1.626
29.94,26.98,14.25,11,10,4,0,7.18,5.0,15.0,40.63,R4,1.281
22.97,26.98,12.429,10,10,4,0,6.26,17.1,15.0,35.07,R4,1.281
27.63,26.98,10.607,8,10,4,0,5.34,29.3,15.0,29.81,R4,1.281
25.61,26.98,8.786,7,10,4,0,4.42,41.4,15.0,26.16,R4,1.281
27.89,26.98,6.964,6,10,4,0,3.51,53.6,15.0,21.25,R4,1.281
29.4,26.98,5.143,4,10,4,0,2.59,65.7,15.0,16.6,R4,1.281
26.05,26.98,3.321,3,10,4,0,1.67,77.9,15.0,13.01,R4,1.281
27.96,26.98,1.5,2,10,4,0,0.76,90.0,15.0,4.83,R4,1.281
25.04,24.65,6.65,5,15,1,1,5.66,5.0,7.0,20.13,R5,1.548
30.91,24.65,5.8,5,15,1,1,4.94,17.1,7.0,19.61,R5,1.548
22.01,24.65,4.95,4,15,1,1,4.21,29.3,7.0,19.11,R5,1.548
20.36,24.65,4.1,3,15,1,1,3.49,41.4,7.0,15.24,R5,1.548
21.02,24.65,3.25,3,15,1,1,2.77,53.6,7.0,11.65,R5,1.548
23.7,24.65,2.4,2,15,1,1,2.04,65.7,7.0,6.55,R5,1.548
22.3,24.65,1.55,2,15,1,1,1.32,77.9,7.0,6.1,R5,1.548
19.4,24.65,0.7,1,15,1,1,0.6,90.0,7.0,3.13,R5,1.548
24.02,17.85,8.075,6,16,2,1,10.65,5.0,8.5,34.39,R1,1.977
14.03,17.85,7.043,5,16,2,1,9.29,17.1,8.5,29.4,R1,1.977
23.17,17.85,6.011,5,16,2,1,7.93,29.3,8.5,26.26,R1,1.977
20.12,17.85,4.979,4,16,2,1,6.57,41.4,8.5,19.7,R1,1.977
13.17,17.85,3.946,3,16,2,1,5.2,53.6,8.5,14.57,R1,1.977
20.87,17.85,2.914,3,16,2,1,3.84,65.7,8.5,14.35,R1,1.977
23.46,17.85,1.882,2,16,2,1,2.48,77.9,8.5,10.74,R1,1.977
20.63,17.85,0.85,1,16,2,1,1.12,90.0,8.5,3.52,R1,1.977
27.6,27.34,11.4,9,6,1,0,6.29,5.0,12.0,36.62,R2,1.412
29.21,27.34,9.943,8,6,1,0,5.48,17.1,12.0,31.56,R2,1.412
25.72,27.34,8.486,7,6,1,0,4.68,29.3,12.0,27.12,R2,1.412
25.18,27.34,7.029,6,6,1,0,3.88,41.4,12.0,21.98,R2,1.412
25.98,27.34,5.571,5,6,1,0,3.07,53.6,12.0,17.93,R2,1.412
29.31,27.34,4.114,4,6,1,0,2.27,65.7,12.0,13.51,R2,1.412
22.69,27.34,2.657,2,6,1,0,1.47,77.9,12.0,11.1,R2,1.412
28.56,27.34,1.2,1,6,1,0,0.66,90.0,12.0,6.52,R2,1.412
14.01,13.87,14.25,11,16,0,1,24.68,5.0,15.0,59.53,R4,2.018
20.67,13.87,12.429,10,16,0,1,21.52,17.1,15.0,53.53,R4,2.018
12.48,13.87,10.607,8,16,0,1,18.37,29.3,15.0,43.34,R4,2.018
18.65,13.87,8.786,7,16,0,1,15.21,41.4,15.0,37.15,R4,2.018
19.92,13.87,6.964,6,16,0,1,12.06,53.6,15.0,28.12,R4,2.018
13.35,13.87,5.143,4,16,0,1,8.91,65.7,15.0,21.42,R4,2.018
17.68,13.87,3.321,3,16,0,1,5.75,77.9,15.0,11.97,R4,2.018
16.07,13.87,1.5,2,16,0,1,2.6,90.0,15.0,6.83,R4,2.018
17.1,16.14,8.075,6,17,4,0,9.81,5.0,8.5,29.43,R1,1.82
13.53,16.14,7.043,5,17,4,0,8.55,17.1,8.5,23.48,R1,1.82
22.52,16.14,6.011,5,17,4,0,7.3,29.3,8.5,24.46,R1,1.82
21.5,16.14,4.979,4,17,4,0,6.05,41.4,8.5,24.83,R1,1.82
12.78,16.14,3.946,3,17,4,0,4.79,53.6,8.5,14.56,R1,1.82
14.37,16.14,2.914,3,17,4,0,3.54,65.7,8.5,12.92,R1,1.82
21.39,16.14,1.882,2,17,4,0,2.29,77.9,8.5,6.6,R1,1.82
15.94,16.14,0.85,1,17,4,0,1.03,90.0,8.5,4.24,R1,1.82
19.07,15.69,6.65,5,8,0,1,13.9,5.0,7.0,25.7,R5,1.946
14.79,15.69,5.8,5,8,0,1,12.13,17.1,7.0,24.68,R5,1.946
15.6,15.69,4.95,4,8,0,1,10.35,29.3,7.0,17.32,R5,1.946
6.31,15.69,4.1,3,8,0,1,8.57,41.4,7.0,17.33,R5,1.946
13.32,15.69,3.25,3,8,0,1,6.79,53.6,7.0,13.82,R5,1.946
11.85,15.69,2.4,2,8,0,1,5.02,65.7,7.0,9.73,R5,1.946
18.75,15.69,1.55,2,8,0,1,3.24,77.9,7.0,7.0,R5,1.946
17.47,15.69,0.7,1,8,0,1,1.46,90.0,7.0,2.53,R5,1.946
20.47,17.05,8.075,6,8,0,1,17.24,5.0,8.5,34.49,R1,1.965
8.55,17.05,7.043,5,8,0,1,15.04,17.1,8.5,29.01,R1,1.965
12.63,17.05,6.011,5,8,0,1,12.83,29.3,8.5,26.42,R1,1.965
11.37,17.05,4.979,4,8,0,1,10.63,41.4,8.5,20.04,R1,1.965
19.8,17.05,3.946,3,8,0,1,8.43,53.6,8.5,18.64,R1,1.965
22.8,17.05,2.914,3,8,0,1,6.22,65.7,8.5,12.13,R1,1.965
18.92,17.05,1.882,2,8,0,1,4.02,77.9,8.5,8.8,R1,1.965
17.4,17.05,0.85,1,8,0,1,1.81,90.0,8.5,4.31,R1,1.965
15.62,20.39,8.075,6,7,0,1,9.9,5.0,8.5,30.37,R1,1.69
18.29,20.39,7.043,5,7,0,1,8.63,17.1,8.5,23.04,R1,1.69
18.69,20.39,6.011,5,7,0,1,7.37,29.3,8.5,23.18,R1,1.69
21.66,20.39,4.979,4,7,0,1,6.1,41.4,8.5,18.69,R1,1.69
17.57,20.39,3.946,3,7,0,1,4.84,53.6,8.5,13.49,R1,1.69
17.64,20.39,2.914,3,7,0,1,3.57,65.7,8.5,14.06,R1,1.69
16.22,20.39,1.882,2,7,0,1,2.31,77.9,8.5,5.5,R1,1.69
19.3,20.39,0.85,1,7,0,1,1.04,90.0,8.5,2.21,R1,1.69
27.26,19.37,6.65,5,15,4,1,8.73,5.0,7.0,22.33,R5,1.635
24.31,19.37,5.8,5,15,4,1,7.61,17.1,7.0,20.62,R5,1.635
21.92,19.37,4.95,4,15,4,1,6.5,29.3,7.0,19.77,R5,1.635
19.86,19.37,4.1,3,15,4,1,5.38,41.4,7.0,13.11,R5,1.635
23.5,19.37,3.25,3,15,4,1,4.27,53.6,7.0,13.41,R5,1.635
25.31,19.37,2.4,2,15,4,1,3.15,65.7,7.0,10.68,R5,1.635
26.23,19.37,1.55,2,15,4,1,2.03,77.9,7.0,4.91,R5,1.635
23.68,19.37,0.7,1,15,4,1,0.92,90.0,7.0,1.31,R5,1.635
28.5,23.85,8.075,6,9,2,0,6.13,5.0,8.5,24.93,R1,1.509
30.16,23.85,7.043,5,9,2,0,5.35,17.1,8.5,23.77,R1,1.509
27.75,23.85,6.011,5,9,2,0,4.56,29.3,8.5,22.75,R1,1.509
22.75,23.85,4.979,4,9,2,0,3.78,41.4,8.5,20.32,R1,1.509
25.64,23.85,3.946,3,9,2,0,3.0,53.6,8.5,13.67,R1,1.509
27.43,23.85,2.914,3,9,2,0,2.21,65.7,8.5,7.51,R1,1.509
27.55,23.85,1.882,2,9,2,0,1.43,77.9,8.5,4.62,R1,1.509
31.39,23.85,0.85,1,9,2,0,0.65,90.0,8.5,2.82,R1,1.509
23.45,26.03,14.25,11,15,0,1,19.15,5.0,15.0,47.97,R4,1.638
19.78,26.03,12.429,10,15,0,1,16.7,17.1,15.0,44.5,R4,1.638
17.56,26.03,10.607,8,15,0,1,14.26,29.3,15.0,38.72,R4,1.638
26.31,26.03,8.786,7,15,0,1,11.81,41.4,15.0,30.53,R4,1.638
21.2,26.03,6.964,6,15,0,1,9.36,53.6,15.0,24.55,R4,1.638
21.56,26.03,5.143,4,15,0,1,6.91,65.7,15.0,18.46,R4,1.638
23.2,26.03,3.321,3,15,0,1,4.46,77.9,15.0,13.4,R4,1.638
20.47,26.03,1.5,2,15,0,1,2.02,90.0,15.0,3.94,R4,1.638
29.0,23.15,11.4,9,14,1,0,5.68,5.0,12.0,32.13,R2,1.227
30.85,23.15,9.943,8,14,1,0,4.95,17.1,12.0,23.82,R2,1.227
29.0,23.15,8.486,7,14,1,0,4.23,29.3,12.0,25.14,R2,1.227
21.68,23.15,7.029,6,14,1,0,3.5,41.4,12.0,20.33,R2,1.227
26.6,23.15,5.571,5,14,1,0,2.77,53.6,12.0,17.58,R2,1.227
30.11,23.15,4.114,4,14,1,0,2.05,65.7,12.0,12.5,R2,1.227
32.61,23.15,2.657,2,14,1,0,1.32,77.9,12.0,8.31,R2,1.227
24.77,23.15,1.2,1,14,1,0,0.6,90.0,12.0,3.75,R2,1.227
37.29,37.41,6.65,5,11,2,0,0.0,5.0,7.0,15.08,R5,0.903
43.71,37.41,5.8,5,11,2,0,0.0,17.1,7.0,12.4,R5,0.903
42.86,37.41,4.95,4,11,2,0,0.0,29.3,7.0,12.76,R5,0.903
40.43,37.41,4.1,3,11,2,0,0.0,41.4,7.0,9.35,R5,0.903
43.22,37.41,3.25,3,11,2,0,0.0,53.6,7.0,7.76,R5,0.903
36.8,37.41,2.4,2,11,2,0,0.0,65.7,7.0,4.8,R5,0.903
39.29,37.41,1.55,2,11,2,0,0.0,77.9,7.0,4.78,R5,0.903
41.88,37.41,0.7,1,11,2,0,0.0,90.0,7.0,2.22,R5,0.903
17.78,15.6,6.65,5,16,4,1,10.57,5.0,7.0,26.78,R5,1.925
18.23,15.6,5.8,5,16,4,1,9.22,17.1,7.0,27.05,R5,1.925
20.51,15.6,4.95,4,16,4,1,7.87,29.3,7.0,21.64,R5,1.925
16.53,15.6,4.1,3,16,4,1,6.52,41.4,7.0,14.97,R5,1.925
16.78,15.6,3.25,3,16,4,1,5.17,53.6,7.0,17.25,R5,1.925
19.91,15.6,2.4,2,16,4,1,3.82,65.7,7.0,11.85,R5,1.925
17.95,15.6,1.55,2,16,4,1,2.46,77.9,7.0,5.15,R5,1.925
18.01,15.6,0.7,1,16,4,1,1.11,90.0,7.0,3.63,R5,1.925
22.16,21.89,14.25,11,16,3,1,20.5,5.0,15.0,56.06,R4,1.89
25.06,21.89,12.429,10,16,3,1,17.88,17.1,15.0,47.35,R4,1.89
18.77,21.89,10.607,8,16,3,1,15.26,29.3,15.0,43.26,R4,1.89
22.94,21.89,8.786,7,16,3,1,12.64,41.4,15.0,33.03,R4,1.89
21.76,21.89,6.964,6,16,3,1,10.02,53.6,15.0,27.91,R4,1.89
23.26,21.89,5.143,4,16,3,1,7.4,65.7,15.0,20.14,R4,1.89
18.01,21.89,3.321,3,16,3,1,4.78,77.9,15.0,13.86,R4,1.89
20.68,21.89,1.5,2,16,3,1,2.16,90.0,15.0,5.09,R4,1.89
17.69,22.67,8.075,6,16,0,1,18.92,5.0,8.5,33.92,R1,2.079
21.66,22.67,7.043,5,16,0,1,16.5,17.1,8.5,30.53,R1,2.079
23.44,22.67,6.011,5,16,0,1,14.08,29.3,8.5,26.99,R1,2.079
23.1,22.67,4.979,4,16,0,1,11.66,41.4,8.5,21.57,R1,2.079
26.89,22.67,3.946,3,16,0,1,9.25,53.6,8.5,17.28,R1,2.079
28.44,22.67,2.914,3,16,0,1,6.83,65.7,8.5,13.94,R1,2.079
20.77,22.67,1.882,2,16,0,1,4.41,77.9,8.5,9.32,R1,2.079
17.09,22.67,0.85,1,16,0,1,1.99,90.0,8.5,2.61,R1,2.079
25.46,24.65,14.25,11,9,2,0,8.83,5.0,15.0,42.65,R4,1.289
27.17,24.65,12.429,10,9,2,0,7.7,17.1,15.0,37.41,R4,1.289
32.48,24.65,10.607,8,9,2,0,6.57,29.3,15.0,30.67,R4,1.289
32.34,24.65,8.786,7,9,2,0,5.44,41.4,15.0,26.12,R4,1.289
26.43,24.65,6.964,6,9,2,0,4.31,53.6,15.0,20.45,R4,1.289
27.48,24.65,5.143,4,9,2,0,3.19,65.7,15.0,14.1,R4,1.289
25.17,24.65,3.321,3,9,2,0,2.06,77.9,15.0,9.65,R4,1.289
30.97,24.65,1.5,2,9,2,0,0.93,90.0,15.0,2.03,R4,1.289
15.84,21.62,8.075,6,7,2,1,7.14,5.0,8.5,29.17,R1,1.694
24.92,21.62,7.043,5,7,2,1,6.23,17.1,8.5,23.0,R1,1.694
17.07,21.62,6.011,5,7,2,1,5.32,29.3,8.5,20.87,R1,1.694
22.93,21.62,4.979,4,7,2,1,4.4,41.4,8.5,19.94,R1,1.694
17.05,21.62,3.946,3,7,2,1,3.49,53.6,8.5,15.8,R1,1.694
20.3,21.62,2.914,3,7,2,1,2.58,65.7,8.5,8.61,R1,1.694
20.99,21.62,1.882,2,7,2,1,1.67,77.9,8.5,7.08,R1,1.694
14.7,21.62,0.85,1,7,2,1,0.75,90.0,8.5,5.3,R1,1.694
17.34,19.01,5.225,4,8,3,1,5.94,5.0,5.5,21.81,R3,1.798
19.15,19.01,4.557,4,8,3,1,5.18,17.1,5.5,16.0,R3,1.798
19.64,19.01,3.889,3,8,3,1,4.42,29.3,5.5,13.68,R3,1.798
17.96,19.01,3.221,3,8,3,1,3.66,41.4,5.5,11.2,R3,1.798
15.42,19.01,2.554,2,8,3,1,2.9,53.6,5.5,9.6,R3,1.798
17.33,19.01,1.886,2,8,3,1,2.14,65.7,5.5,9.55,R3,1.798
18.13,19.01,1.218,1,8,3,1,1.38,77.9,5.5,3.64,R3,1.798
24.58,19.01,0.55,1,8,3,1,0.63,90.0,5.5,0.5,R3,1.798
25.23,25.69,11.4,9,9,2,0,8.35,5.0,12.0,37.23,R2,1.414
14.95,25.69,9.943,8,9,2,0,7.28,17.1,12.0,31.18,R2,1.414
18.21,25.69,8.486,7,9,2,0,6.22,29.3,12.0,27.44,R2,1.414
28.02,25.69,7.029,6,9,2,0,5.15,41.4,12.0,25.82,R2,1.414
26.45,25.69,5.571,5,9,2,0,4.08,53.6,12.0,16.75,R2,1.414
17.87,25.69,4.114,4,9,2,0,3.01,65.7,12.0,15.75,R2,1.414
20.84,25.69,2.657,2,9,2,0,1.95,77.9,12.0,7.74,R2,1.414
18.89,25.69,1.2,1,9,2,0,0.88,90.0,12.0,4.56,R2,1.414
21.2,23.78,11.4,9,16,1,1,12.66,5.0,12.0,44.38,R2,1.733
21.57,23.78,9.943,8,16,1,1,11.04,17.1,12.0,39.9,R2,1.733
25.57,23.78,8.486,7,16,1,1,9.42,29.3,12.0,35.39,R2,1.733
20.21,23.78,7.029,6,16,1,1,7.8,41.4,12.0,29.78,R2,1.733
24.49,23.78,5.571,5,16,1,1,6.19,53.6,12.0,21.39,R2,1.733
21.77,23.78,4.114,4,16,1,1,4.57,65.7,12.0,16.74,R2,1.733
26.1,23.78,2.657,2,16,1,1,2.95,77.9,12.0,9.17,R2,1.733
21.51,23.78,1.2,1,16,1,1,1.33,90.0,12.0,6.46,R2,1.733
36.26,26.1,14.25,11,10,0,0,2.26,5.0,15.0,38.79,R4,1.118
26.3,26.1,12.429,10,10,0,0,1.97,17.1,15.0,33.69,R4,1.118
30.62,26.1,10.607,8,10,0,0,1.68,29.3,15.0,27.21,R4,1.118
28.98,26.1,8.786,7,10,0,0,1.39,41.4,15.0,25.54,R4,1.118
25.7,26.1,6.964,6,10,0,0,1.1,53.6,15.0,20.03,R4,1.118
28.55,26.1,5.143,4,10,0,0,0.82,65.7,15.0,11.08,R4,1.118
30.21,26.1,3.321,3,10,0,0,0.53,77.9,15.0,10.83,R4,1.118
30.84,26.1,1.5,2,10,0,0,0.24,90.0,15.0,4.54,R4,1.118
17.69,19.07,6.65,5,16,2,1,12.13,5.0,7.0,28.36,R5,1.839
21.82,19.07,5.8,5,16,2,1,10.58,17.1,7.0,24.31,R5,1.839
14.47,19.07,4.95,4,16,2,1,9.03,29.3,7.0,22.18,R5,1.839
23.48,19.07,4.1,3,16,2,1,7.48,41.4,7.0,17.13,R5,1.839
15.07,19.07,3.25,3,16,2,1,5.93,53.6,7.0,15.93,R5,1.839
20.59,19.07,2.4,2,16,2,1,4.38,65.7,7.0,12.16,R5,1.839
18.42,19.07,1.55,2,16,2,1,2.83,77.9,7.0,5.51,R5,1.839
14.57,19.07,0.7,1,16,2,1,1.28,90.0,7.0,3.79,R5,1.839
29.37,28.68,8.075,6,6,2,0,4.79,5.0,8.5,23.09,R1,1.309
31.31,28.68,7.043,5,6,2,0,4.18,17.1,8.5,18.04,R1,1.309
27.48,28.68,6.011,5,6,2,0,3.57,29.3,8.5,15.78,R1,1.309
31.26,28.68,4.979,4,6,2,0,2.96,41.4,8.5,15.52,R1,1.309
30.05,28.68,3.946,3,6,2,0,2.34,53.6,8.5,12.15,R1,1.309
28.05,28.68,2.914,3,6,2,0,1.73,65.7,8.5,9.63,R1,1.309
27.58,28.68,1.882,2,6,2,0,1.12,77.9,8.5,6.59,R1,1.309
25.84,28.68,0.85,1,6,2,0,0.5,90.0,8.5,0.5,R1,1.309
25.9,23.77,11.4,9,14,4,0,4.49,5.0,12.0,31.81,R2,1.229
25.19,23.77,9.943,8,14,4,0,3.92,17.1,12.0,30.14,R2,1.229
30.46,23.77,8.486,7,14,4,0,3.34,29.3,12.0,22.44,R2,1.229
27.29,23.77,7.029,6,14,4,0,2.77,41.4,12.0,21.94,R2,1.229
28.89,23.77,5.571,5,14,4,0,2.19,53.6,12.0,17.5,R2,1.229
29.57,23.77,4.114,4,14,4,0,1.62,65.7,12.0,14.77,R2,1.229
22.33,23.77,2.657,2,14,4,0,1.05,77.9,12.0,8.07,R2,1.229
27.26,23.77,1.2,1,14,4,0,0.47,90.0,12.0,4.39,R2,1.229
24.1,26.48,5.225,4,13,0,0,0.96,5.0,5.5,15.98,R3,1.149
31.17,26.48,4.557,4,13,0,0,0.83,17.1,5.5,13.65,R3,1.149
30.12,26.48,3.889,3,13,0,0,0.71,29.3,5.5,8.86,R3,1.149
26.88,26.48,3.221,3,13,0,0,0.59,41.4,5.5,10.45,R3,1.149
31.98,26.48,2.554,2,13,0,0,0.47,53.6,5.5,7.29,R3,1.149
28.94,26.48,1.886,2,13,0,0,0.34,65.7,5.5,3.71,R3,1.149
26.98,26.48,1.218,1,13,0,0,0.22,77.9,5.5,3.87,R3,1.149
28.96,26.48,0.55,1,13,0,0,0.1,90.0,5.5,0.78,R3,1.149
21.46,16.42,11.4,9,16,3,1,23.75,5.0,12.0,50.62,R2,2.091
17.98,16.42,9.943,8,16,3,1,20.71,17.1,12.0,42.21,R2,2.091
16.64,16.42,8.486,7,16,3,1,17.68,29.3,12.0,32.69,R2,2.091
19.38,16.42,7.029,6,16,3,1,14.64,41.4,12.0,29.25,R2,2.091
13.17,16.42,5.571,5,16,3,1,11.61,53.6,12.0,23.23,R2,2.091
17.28,16.42,4.114,4,16,3,1,8.57,65.7,12.0,18.11,R2,2.091
18.29,16.42,2.657,2,16,3,1,5.54,77.9,12.0,9.93,R2,2.091
19.89,16.42,1.2,1,16,3,1,2.5,90.0,12.0,2.52,R2,2.091
27.76,28.3,8.075,6,12,1,0,2.83,5.0,8.5,22.67,R1,1.183
30.6,28.3,7.043,5,12,1,0,2.47,17.1,8.5,18.79,R1,1.183
29.2,28.3,6.011,5,12,1,0,2.11,29.3,8.5,14.58,R1,1.183
34.51,28.3,4.979,4,12,1,0,1.75,41.4,8.5,15.75,R1,1.183
29.35,28.3,3.946,3,12,1,0,1.39,53.6,8.5,10.71,R1,1.183
32.63,28.3,2.914,3,12,1,0,1.02,65.7,8.5,12.13,R1,1.183
27.37,28.3,1.882,2,12,1,0,0.66,77.9,8.5,4.76,R1,1.183
26.19,28.3,0.85,1,12,1,0,0.3,90.0,8.5,4.51,R1,1.183
25.15,31.02,14.25,11,14,1,0,6.31,5.0,15.0,42.53,R4,1.226
24.32,31.02,12.429,10,14,1,0,5.51,17.1,15.0,36.48,R4,1.226
29.16,31.02,10.607,8,14,1,0,4.7,29.3,15.0,28.8,R4,1.226
24.86,31.02,8.786,7,14,1,0,3.89,41.4,15.0,25.02,R4,1.226
23.07,31.02,6.964,6,14,1,0,3.09,53.6,15.0,18.9,R4,1.226
27.94,31.02,5.143,4,14,1,0,2.28,65.7,15.0,11.49,R4,1.226
29.02,31.02,3.321,3,14,1,0,1.47,77.9,15.0,5.84,R4,1.226
27.31,31.02,1.5,2,14,1,0,0.66,90.0,15.0,5.33,R4,1.226
28.1,24.51,8.075,6,14,1,0,2.92,5.0,8.5,24.82,R1,1.272
29.53,24.51,7.043,5,14,1,0,2.54,17.1,8.5,22.39,R1,1.272
26.17,24.51,6.011,5,14,1,0,2.17,29.3,8.5,17.11,R1,1.272
31.32,24.51,4.979,4,14,1,0,1.8,41.4,8.5,13.43,R1,1.272
25.27,24.51,3.946,3,14,1,0,1.43,53.6,8.5,11.13,R1,1.272
27.37,24.51,2.914,3,14,1,0,1.05,65.7,8.5,9.97,R1,1.272
33.34,24.51,1.882,2,14,1,0,0.68,77.9,8.5,6.7,R1,1.272
27.75,24.51,0.85,1,14,1,0,0.31,90.0,8.5,4.47,R1,1.272
27.87,25.18,6.65,5,9,0,0,4.26,5.0,7.0,19.99,R5,1.373
19.89,25.18,5.8,5,9,0,0,3.71,17.1,7.0,20.75,R5,1.373
26.47,25.18,4.95,4,9,0,0,3.17,29.3,7.0,16.5,R5,1.373
18.96,25.18,4.1,3,9,0,0,2.62,41.4,7.0,15.93,R5,1.373
27.2,25.18,3.25,3,9,0,0,2.08,53.6,7.0,11.9,R5,1.373
19.96,25.18,2.4,2,9,0,0,1.54,65.7,7.0,8.94,R5,1.373
25.3,25.18,1.55,2,9,0,0,0.99,77.9,7.0,6.65,R5,1.373
21.95,25.18,0.7,1,9,0,0,0.45,90.0,7.0,3.31,R5,1.373
29.31,29.28,6.65,5,6,2,0,2.25,5.0,7.0,15.5,R5,1.209
24.45,29.28,5.8,5,6,2,0,1.96,17.1,7.0,14.68,R5,1.209
25.69,29.28,4.95,4,6,2,0,1.67,29.3,7.0,10.86,R5,1.209
28.13,29.28,4.1,3,6,2,0,1.38,41.4,7.0,12.95,R5,1.209
30.39,29.28,3.25,3,6,2,0,1.1,53.6,7.0,7.12,R5,1.209
27.65,29.28,2.4,2,6,2,0,0.81,65.7,7.0,8.47,R5,1.209
29.8,29.28,1.55,2,6,2,0,0.52,77.9,7.0,7.91,R5,1.209
24.93,29.28,0.7,1,6,2,0,0.24,90.0,7.0,3.52,R5,1.209
24.75,21.93,5.225,4,9,4,0,5.4,5.0,5.5,19.19,R3,1.585
21.53,21.93,4.557,4,9,4,0,4.71,17.1,5.5,16.59,R3,1.585
23.63,21.93,3.889,3,9,4,0,4.02,29.3,5.5,13.73,R3,1.585
22.48,21.93,3.221,3,9,4,0,3.33,41.4,5.5,10.96,R3,1.585
22.66,21.93,2.554,2,9,4,0,2.64,53.6,5.5,10.04,R3,1.585
22.25,21.93,1.886,2,9,4,0,1.95,65.7,5.5,6.21,R3,1.585
20.14,21.93,1.218,1,9,4,0,1.26,77.9,5.5,7.41,R3,1.585
15.99,21.93,0.55,1,9,4,0,0.57,90.0,5.5,3.33,R3,1.585
26.74,27.79,11.4,9,6,1,0,9.42,5.0,12.0,35.8,R2,1.423
27.12,27.79,9.943,8,6,1,0,8.22,17.1,12.0,31.4,R2,1.423
27.8,27.79,8.486,7,6,1,0,7.01,29.3,12.0,28.85,R2,1.423
21.98,27.79,7.029,6,6,1,0,5.81,41.4,12.0,23.32,R2,1.423
